BIO	TOPO	TYPE
TI006008	قاشان	TOPO_PR
TI006008	35.87618@45.41832	TOID_PR
TI006009	210	DEATH_AH
TI006009	NoToponym	TOPO_NO
TI006010	210	DEATH_AH
TI006010	اصبهان	TOPO_PR
TI006010	32.65722@51.67761	TOID_PR
TI006011	210	DEATH_AH
TI006011	NoToponym	TOPO_NO
TI006012	210	DEATH_AH
TI006012	NoToponym	TOPO_NO
TI006013	210	DEATH_AH
TI006013	مكة	TOPO_PR
TI006013	21.416667@39.816667	TOID_PR
TI006014	210	DEATH_AH
TI006014	سمرقند	TOPO_PR
TI006014	39.65417@66.95972	TOID_PR
TI006014	بلخ	TOPO_SE
TI006014	36.75635@66.8972	TOID_SE
TI006015	210	DEATH_AH
TI006015	NoToponym	TOPO_NO
TI006016	210	DEATH_AH
TI006016	بخارى	TOPO_PR
TI006016	39.77472@64.42861	TOID_PR
TI006017	210	DEATH_AH
TI006017	دمشق	TOPO_PR
TI006017	33.511603@36.306633	TOID_PR
TI006017	البصرة	TOPO_SE
TI006017	30.53302@47.79747	TOID_SE
TI006018	210	DEATH_AH
TI006018	NoToponym	TOPO_NO
TI006019	210	DEATH_AH
TI006019	مصر	TOPO_PR
TI006019	30.08383@31.231384	TOID_PR
TI006020	210	DEATH_AH
TI006020	NoToponym	TOPO_NO
TI006021	210	DEATH_AH
TI006021	الكوفة	TOPO_SE
TI006021	32.03472@44.40333	TOID_SE
TI006021	بغداد	TOPO_PR
TI006021	33.340309@44.344082	TOID_PR
TI006022	210	DEATH_AH
TI006022	NoToponym	TOPO_NO
TI006023	210	DEATH_AH
TI006023	NoToponym	TOPO_NO
TI006024	210	DEATH_AH
TI006024	NoToponym	TOPO_NO
TI006025	210	DEATH_AH
TI006025	NoToponym	TOPO_NO
TI006026	210	DEATH_AH
TI006026	NoToponym	TOPO_NO
TI006027	210	DEATH_AH
TI006027	NoToponym	TOPO_NO
TI006028	210	DEATH_AH
TI006028	الري	TOPO_PR
TI006028	35.69439@51.42151	TOID_PR
TI006029	210	DEATH_AH
TI006029	NoToponym	TOPO_NO
TI006030	210	DEATH_AH
TI006030	NoToponym	TOPO_NO
TI006031	210	DEATH_AH
TI006031	NoToponym	TOPO_NO
TI006032	210	DEATH_AH
TI006032	بغداد	TOPO_PR
TI006032	33.340309@44.344082	TOID_PR
TI006033	210	DEATH_AH
TI006033	الري	TOPO_PR
TI006033	35.69439@51.42151	TOID_PR
TI006034	210	DEATH_AH
TI006034	مصر	TOPO_PR
TI006034	30.08383@31.231384	TOID_PR
TI006035	210	DEATH_AH
TI006035	NoToponym	TOPO_NO
TI006036	210	DEATH_AH
TI006036	NoToponym	TOPO_NO
TI006037	210	DEATH_AH
TI006037	NoToponym	TOPO_NO
TI006038	210	DEATH_AH
TI006038	NoToponym	TOPO_NO
TI006039	210	DEATH_AH
TI006039	ريدة	TOPO_PR
TI006039	15.81421@44.04085	TOID_PR
TI006039	مرو	TOPO_SE
TI006039	37.662631@62.191501	TOID_SE
TI006040	210	DEATH_AH
TI006040	NoToponym	TOPO_NO
TI006041	210	DEATH_AH
TI006041	NoToponym	TOPO_NO
TI006042	210	DEATH_AH
TI006042	تنيس	TOPO_PR
TI006042	31.232531@32.107544	TOID_PR
TI006042	دمياط	TOPO_SE
TI006042	31.417539@31.814443	TOID_SE
TI006043	210	DEATH_AH
TI006043	NoToponym	TOPO_NO
TI006044	210	DEATH_AH
TI006044	NoToponym	TOPO_NO
TI006045	210	DEATH_AH
TI006045	البصرة	TOPO_PR
TI006045	30.53302@47.79747	TOID_PR
TI006046	210	DEATH_AH
TI006046	NoToponym	TOPO_NO
TI006047	210	DEATH_AH
TI006047	NoToponym	TOPO_NO
TI006048	210	DEATH_AH
TI006048	اصبهان	TOPO_PR
TI006048	32.65722@51.67761	TOID_PR
TI006049	210	DEATH_AH
TI006049	اصبهان	TOPO_PR
TI006049	32.65722@51.67761	TOID_PR
TI006050	210	DEATH_AH
TI006050	NoToponym	TOPO_NO
TI006051	210	DEATH_AH
TI006051	NoToponym	TOPO_NO
TI006052	210	DEATH_AH
TI006052	NoToponym	TOPO_NO
TI006053	210	DEATH_AH
TI006053	جرجان	TOPO_PR
TI006053	37.478346@54.645996	TOID_PR
TI006055	210	DEATH_AH
TI006055	NoToponym	TOPO_NO
TI006056	210	DEATH_AH
TI006056	NoToponym	TOPO_NO
TI006057	210	DEATH_AH
TI006057	عبادان	TOPO_PR
TI006057	30.3392@48.3043	TOID_PR
TI006058	210	DEATH_AH
TI006058	المصيصة	TOPO_PR
TI006058	36.95778@35.619478	TOID_PR
TI006059	210	DEATH_AH
TI006059	نيسابور	TOPO_PR
TI006059	36.21329@58.79576	TOID_PR
TI006060	210	DEATH_AH
TI006060	NoToponym	TOPO_NO
TI006061	210	DEATH_AH
TI006061	NoToponym	TOPO_NO
TI006062	210	DEATH_AH
TI006062	الكوفة	TOPO_PR
TI006062	32.03472@44.40333	TOID_PR
TI006063	210	DEATH_AH
TI006063	NoToponym	TOPO_NO
TI006064	210	DEATH_AH
TI006064	اصبهان	TOPO_PR
TI006064	32.65722@51.67761	TOID_PR
TI006065	210	DEATH_AH
TI006065	NoToponym	TOPO_NO
TI006066	210	DEATH_AH
TI006066	NoToponym	TOPO_NO
TI006067	210	DEATH_AH
TI006067	المصيصة	TOPO_PR
TI006067	36.95778@35.619478	TOID_PR
TI006068	210	DEATH_AH
TI006068	NoToponym	TOPO_NO
TI006069	210	DEATH_AH
TI006069	الري	TOPO_PR
TI006069	35.69439@51.42151	TOID_PR
TI006070	210	DEATH_AH
TI006070	بغداد	TOPO_PR
TI006070	33.340309@44.344082	TOID_PR
TI006071	210	DEATH_AH
TI006071	NoToponym	TOPO_NO
TI006072	210	DEATH_AH
TI006072	بغداد	TOPO_PR
TI006072	33.340309@44.344082	TOID_PR
TI006072	المصيصة	TOPO_SE
TI006072	36.95778@35.619478	TOID_SE
TI006074	210	DEATH_AH
TI006074	NoToponym	TOPO_NO
TI006075	210	DEATH_AH
TI006075	NoToponym	TOPO_NO
TI006076	210	DEATH_AH
TI006076	NoToponym	TOPO_NO
TI006077	210	DEATH_AH
TI006077	بغداد	TOPO_PR
TI006077	33.340309@44.344082	TOID_PR
TI006078	210	DEATH_AH
TI006078	NoToponym	TOPO_NO
TI006079	210	DEATH_AH
TI006079	NoToponym	TOPO_NO
TI006080	210	DEATH_AH
TI006080	حمص	TOPO_SE
TI006080	34.72682@36.72339	TOID_SE
TI006080	طبرستان	TOPO_SE
TI006080	36.318666@52.844238	TOID_SE
TI006080	بغداد	TOPO_SE
TI006080	33.340309@44.344082	TOID_SE
TI006080	الري	TOPO_SE
TI006080	35.69439@51.42151	TOID_SE
TI006080	الموصل	TOPO_PR
TI006080	36.335@43.11889	TOID_PR
TI006081	210	DEATH_AH
TI006081	بغداد	TOPO_PR
TI006081	33.340309@44.344082	TOID_PR
TI006082	210	DEATH_AH
TI006082	NoToponym	TOPO_NO
TI006083	210	DEATH_AH
TI006083	NoToponym	TOPO_NO
TI006084	210	DEATH_AH
TI006084	بغداد	TOPO_PR
TI006084	33.340309@44.344082	TOID_PR
TI006085	210	DEATH_AH
TI006085	الكوفة	TOPO_PR
TI006085	32.03472@44.40333	TOID_PR
TI006086	210	DEATH_AH
TI006086	NoToponym	TOPO_NO
TI006087	210	DEATH_AH
TI006087	NoToponym	TOPO_NO
TI006088	210	DEATH_AH
TI006088	NoToponym	TOPO_NO
TI006089	210	DEATH_AH
TI006089	نيسابور	TOPO_PR
TI006089	36.21329@58.79576	TOID_PR
TI006090	210	DEATH_AH
TI006090	NoToponym	TOPO_NO
TI006091	210	DEATH_AH
TI006091	بغداد	TOPO_PR
TI006091	33.340309@44.344082	TOID_PR
TI006093	210	DEATH_AH
TI006093	NoToponym	TOPO_NO
TI006094	210	DEATH_AH
TI006094	NoToponym	TOPO_NO
TI006095	210	DEATH_AH
TI006095	NoToponym	TOPO_NO
TI006097	210	DEATH_AH
TI006097	NoToponym	TOPO_NO
TI006098	210	DEATH_AH
TI006098	NoToponym	TOPO_NO
TI006100	210	DEATH_AH
TI006100	NoToponym	TOPO_NO
TI006101	210	DEATH_AH
TI006101	NoToponym	TOPO_NO
TI006102	210	DEATH_AH
TI006102	NoToponym	TOPO_NO
TI006103	210	DEATH_AH
TI006103	NoToponym	TOPO_NO
TI006105	210	DEATH_AH
TI006105	حلب	TOPO_PR
TI006105	36.20124@37.16117	TOID_PR
TI006106	210	DEATH_AH
TI006106	NoToponym	TOPO_NO
TI006107	210	DEATH_AH
TI006107	عمان	TOPO_PR
TI006107	22.195544@57.524414	TOID_PR
TI006108	210	DEATH_AH
TI006108	NoToponym	TOPO_NO
TI006109	210	DEATH_AH
TI006109	NoToponym	TOPO_NO
TI006110	210	DEATH_AH
TI006110	طليطلة	TOPO_SE
TI006110	39.8581@-4.02263	TOID_SE
TI006110	الاندلس	TOPO_PR
TI006110	39.578597@-3.735352	TOID_PR
TI006111	210	DEATH_AH
TI006111	الكوفة	TOPO_PR
TI006111	32.03472@44.40333	TOID_PR
TI006112	210	DEATH_AH
TI006112	بغداد	TOPO_PR
TI006112	33.340309@44.344082	TOID_PR
TI006113	210	DEATH_AH
TI006113	الجحفة	TOPO_PR
TI006113	22.631884@39.072876	TOID_PR
TI006114	210	DEATH_AH
TI006114	الري	TOPO_PR
TI006114	35.69439@51.42151	TOID_PR
TI006114	الشام	TOPO_SE
TI006114	34.672973@37.155762	TOID_SE
TI006115	210	DEATH_AH
TI006115	NoToponym	TOPO_NO
TI006116	210	DEATH_AH
TI006116	NoToponym	TOPO_NO
TI006117	210	DEATH_AH
TI006117	NoToponym	TOPO_NO
TI006118	210	DEATH_AH
TI006118	مكة	TOPO_PR
TI006118	21.416667@39.816667	TOID_PR
TI006119	210	DEATH_AH
TI006119	بغداد	TOPO_PR
TI006119	33.340309@44.344082	TOID_PR
TI006120	210	DEATH_AH
TI006120	NoToponym	TOPO_NO
TI006121	210	DEATH_AH
TI006121	NoToponym	TOPO_NO
TI006122	210	DEATH_AH
TI006122	NoToponym	TOPO_NO
TI006123	210	DEATH_AH
TI006123	NoToponym	TOPO_NO
TI006124	210	DEATH_AH
TI006124	بغداد	TOPO_PR
TI006124	33.340309@44.344082	TOID_PR
TI006125	210	DEATH_AH
TI006125	دمشق	TOPO_PR
TI006125	33.511603@36.306633	TOID_PR
TI006126	210	DEATH_AH
TI006126	NoToponym	TOPO_NO
TI006127	210	DEATH_AH
TI006127	NoToponym	TOPO_NO
TI006128	210	DEATH_AH
TI006128	NoToponym	TOPO_NO
TI006129	210	DEATH_AH
TI006129	NoToponym	TOPO_NO
TI006130	210	DEATH_AH
TI006130	قطربل	TOPO_PR
TI006130	33.368255@44.304771	TOID_PR
TI006131	210	DEATH_AH
TI006131	NoToponym	TOPO_NO
TI006132	210	DEATH_AH
TI006132	NoToponym	TOPO_NO
TI006133	210	DEATH_AH
TI006133	مصر	TOPO_PR
TI006133	30.08383@31.231384	TOID_PR
TI006134	210	DEATH_AH
TI006134	NoToponym	TOPO_NO
TI006135	210	DEATH_AH
TI006135	المصيصة	TOPO_PR
TI006135	36.95778@35.619478	TOID_PR
TI006136	210	DEATH_AH
TI006136	بلخ	TOPO_PR
TI006136	36.75635@66.8972	TOID_PR
TI006136	العراق	TOPO_SE
TI006136	32.270413@45.032959	TOID_SE
TI006137	210	DEATH_AH
TI006137	NoToponym	TOPO_NO
TI006138	210	DEATH_AH
TI006138	NoToponym	TOPO_NO
TI006139	210	DEATH_AH
TI006139	الكوفة	TOPO_PR
TI006139	32.03472@44.40333	TOID_PR
TI006139	الحجاز	TOPO_SE
TI006139	23.285756@39.572754	TOID_SE
TI006140	210	DEATH_AH
TI006140	بغداد	TOPO_PR
TI006140	33.340309@44.344082	TOID_PR
TI006140	عبادان	TOPO_SE
TI006140	30.3392@48.3043	TOID_SE
TI006140	قزوين	TOPO_SE
TI006140	36.2797@50.0049	TOID_SE
TI006141	210	DEATH_AH
TI006141	NoToponym	TOPO_NO
TI006142	210	DEATH_AH
TI006142	السند	TOPO_PR
TI006142	27.023899@68.444824	TOID_PR
TI006143	210	DEATH_AH
TI006143	NoToponym	TOPO_NO
TI006144	210	DEATH_AH
TI006144	NoToponym	TOPO_NO
TI006145	210	DEATH_AH
TI006145	البصرة	TOPO_SE
TI006145	30.53302@47.79747	TOID_SE
TI006145	بغداد	TOPO_PR
TI006145	33.340309@44.344082	TOID_PR
TI006146	210	DEATH_AH
TI006146	البصرة	TOPO_PR
TI006146	30.53302@47.79747	TOID_PR
TI006147	210	DEATH_AH
TI006147	اصبهان	TOPO_PR
TI006147	32.65722@51.67761	TOID_PR
TI006148	210	DEATH_AH
TI006148	NoToponym	TOPO_NO
TI006149	210	DEATH_AH
TI006149	البصرة	TOPO_PR
TI006149	30.53302@47.79747	TOID_PR
TI006150	210	DEATH_AH
TI006150	مكة	TOPO_SE
TI006150	21.416667@39.816667	TOID_SE
TI006150	الاندلس	TOPO_SE
TI006150	39.578597@-3.735352	TOID_SE
TI006150	الكوفة	TOPO_SE
TI006150	32.03472@44.40333	TOID_SE
TI006150	مصر	TOPO_PR
TI006150	30.08383@31.231384	TOID_PR
TI006150	خراسان	TOPO_SE
TI006150	36.564365@58.831787	TOID_SE
TI006151	210	DEATH_AH
TI006151	الري	TOPO_PR
TI006151	35.69439@51.42151	TOID_PR
TI006152	210	DEATH_AH
TI006152	دمشق	TOPO_PR
TI006152	33.511603@36.306633	TOID_PR
TI006153	210	DEATH_AH
TI006153	الهاشمية	TOPO_PR
TI006153	32.37447@44.65709	TOID_PR
TI006153	الحميمة	TOPO_SE
TI006153	30@35.333	TOID_SE
TI006154	210	DEATH_AH
TI006154	NoToponym	TOPO_NO
TI006155	210	DEATH_AH
TI006155	واسط	TOPO_PR
TI006155	32.5128@45.81817	TOID_PR
TI006156	210	DEATH_AH
TI006156	اخميم	TOPO_PR
TI006156	26.56217@31.74503	TOID_PR
TI006158	210	DEATH_AH
TI006158	NoToponym	TOPO_NO
TI006159	210	DEATH_AH
TI006159	خراسان	TOPO_PR
TI006159	36.564365@58.831787	TOID_PR
TI006160	210	DEATH_AH
TI006160	نيسابور	TOPO_PR
TI006160	36.21329@58.79576	TOID_PR
TI006161	210	DEATH_AH
TI006161	البصرة	TOPO_PR
TI006161	30.53302@47.79747	TOID_PR
TI006162	210	DEATH_AH
TI006162	NoToponym	TOPO_NO
TI006163	210	DEATH_AH
TI006163	الجزيرة	TOPO_PR
TI006163	36.582011@42.484131	TOID_PR
TI006164	210	DEATH_AH
TI006164	NoToponym	TOPO_NO
TI006165	210	DEATH_AH
TI006165	NoToponym	TOPO_NO
TI006166	210	DEATH_AH
TI006166	NoToponym	TOPO_NO
TI006167	210	DEATH_AH
TI006167	NoToponym	TOPO_NO
TI006168	210	DEATH_AH
TI006168	NoToponym	TOPO_NO
TI006169	210	DEATH_AH
TI006169	NoToponym	TOPO_NO
TI006170	210	DEATH_AH
TI006170	NoToponym	TOPO_NO
TI006171	210	DEATH_AH
TI006171	NoToponym	TOPO_NO
TI006172	210	DEATH_AH
TI006172	NoToponym	TOPO_NO
TI006173	210	DEATH_AH
TI006173	NoToponym	TOPO_NO
TI006174	210	DEATH_AH
TI006174	NoToponym	TOPO_NO
TI006175	210	DEATH_AH
TI006175	اصبهان	TOPO_SE
TI006175	32.65722@51.67761	TOID_SE
TI006175	بسطام	TOPO_PR
TI006175	36.48534@54.99959	TOID_PR
TI006175	بغداد	TOPO_SE
TI006175	33.340309@44.344082	TOID_SE
TI006176	210	DEATH_AH
TI006176	ريدة	TOPO_PR
TI006176	15.81421@44.04085	TOID_PR
TI006177	210	DEATH_AH
TI006177	NoToponym	TOPO_NO
TI006178	210	DEATH_AH
TI006178	NoToponym	TOPO_NO
TI006179	210	DEATH_AH
TI006179	NoToponym	TOPO_NO
TI006180	210	DEATH_AH
TI006180	دمشق	TOPO_PR
TI006180	33.511603@36.306633	TOID_PR
TI006180	بغداد	TOPO_SE
TI006180	33.340309@44.344082	TOID_SE
TI006181	210	DEATH_AH
TI006181	همذان	TOPO_SE
TI006181	34.79922@48.51456	TOID_SE
TI006181	قزوين	TOPO_PR
TI006181	36.2797@50.0049	TOID_PR
TI006181	الري	TOPO_SE
TI006181	35.69439@51.42151	TOID_SE
TI006182	210	DEATH_AH
TI006182	بغداد	TOPO_PR
TI006182	33.340309@44.344082	TOID_PR
TI006183	210	DEATH_AH
TI006183	NoToponym	TOPO_NO
TI006184	210	DEATH_AH
TI006184	NoToponym	TOPO_NO
TI006185	210	DEATH_AH
TI006185	NoToponym	TOPO_NO
TI006186	210	DEATH_AH
TI006186	بغداد	TOPO_PR
TI006186	33.340309@44.344082	TOID_PR
TI006187	210	DEATH_AH
TI006187	NoToponym	TOPO_NO
TI006188	210	DEATH_AH
TI006188	مكة	TOPO_PR
TI006188	21.416667@39.816667	TOID_PR
TI006189	210	DEATH_AH
TI006189	الكوفة	TOPO_SE
TI006189	32.03472@44.40333	TOID_SE
TI006189	بغداد	TOPO_PR
TI006189	33.340309@44.344082	TOID_PR
TI006190	210	DEATH_AH
TI006190	NoToponym	TOPO_NO
TI006191	210	DEATH_AH
TI006191	NoToponym	TOPO_NO
TI006192	210	DEATH_AH
TI006192	NoToponym	TOPO_NO
TI006193	210	DEATH_AH
TI006193	NoToponym	TOPO_NO
TI006194	210	DEATH_AH
TI006194	NoToponym	TOPO_NO
TI006195	210	DEATH_AH
TI006195	بغداد	TOPO_PR
TI006195	33.340309@44.344082	TOID_PR
TI006196	210	DEATH_AH
TI006196	NoToponym	TOPO_NO
TI006197	210	DEATH_AH
TI006197	NoToponym	TOPO_NO
TI006198	210	DEATH_AH
TI006198	الشام	TOPO_PR
TI006198	34.672973@37.155762	TOID_PR
TI006199	210	DEATH_AH
TI006199	حران	TOPO_SE
TI006199	36.86@39.03139	TOID_SE
TI006199	خراسان	TOPO_PR
TI006199	36.564365@58.831787	TOID_PR
TI006200	210	DEATH_AH
TI006200	NoToponym	TOPO_NO
TI006201	210	DEATH_AH
TI006201	NoToponym	TOPO_NO
TI006202	210	DEATH_AH
TI006202	بغداد	TOPO_PR
TI006202	33.340309@44.344082	TOID_PR
TI006203	210	DEATH_AH
TI006203	NoToponym	TOPO_NO
TI006204	210	DEATH_AH
TI006204	NoToponym	TOPO_NO
TI006205	210	DEATH_AH
TI006205	NoToponym	TOPO_NO
TI006206	210	DEATH_AH
TI006206	NoToponym	TOPO_NO
TI006207	210	DEATH_AH
TI006207	الري	TOPO_SE
TI006207	35.69439@51.42151	TOID_SE
TI006207	العراق	TOPO_PR
TI006207	32.270413@45.032959	TOID_PR
TI006208	210	DEATH_AH
TI006208	NoToponym	TOPO_NO
TI006209	210	DEATH_AH
TI006209	NoToponym	TOPO_NO
TI006210	210	DEATH_AH
TI006210	القيروان	TOPO_PR
TI006210	35.6781@10.09633	TOID_PR
TI006211	210	DEATH_AH
TI006211	بغداد	TOPO_PR
TI006211	33.340309@44.344082	TOID_PR
TI006212	210	DEATH_AH
TI006212	مصر	TOPO_PR
TI006212	30.08383@31.231384	TOID_PR
TI006213	210	DEATH_AH
TI006213	NoToponym	TOPO_NO
TI006214	210	DEATH_AH
TI006214	NoToponym	TOPO_NO
TI006215	210	DEATH_AH
TI006215	NoToponym	TOPO_NO
TI006216	210	DEATH_AH
TI006216	NoToponym	TOPO_NO
TI006217	210	DEATH_AH
TI006217	NoToponym	TOPO_NO
TI006218	210	DEATH_AH
TI006218	NoToponym	TOPO_NO
TI006219	210	DEATH_AH
TI006219	مكة	TOPO_PR
TI006219	21.416667@39.816667	TOID_PR
TI006220	210	DEATH_AH
TI006220	NoToponym	TOPO_NO
TI006221	210	DEATH_AH
TI006221	NoToponym	TOPO_NO
TI006222	210	DEATH_AH
TI006222	NoToponym	TOPO_NO
TI006223	210	DEATH_AH
TI006223	NoToponym	TOPO_NO
TI006224	210	DEATH_AH
TI006224	مصر	TOPO_PR
TI006224	30.08383@31.231384	TOID_PR
TI006225	210	DEATH_AH
TI006225	NoToponym	TOPO_NO
TI006226	210	DEATH_AH
TI006226	NoToponym	TOPO_NO
TI006227	210	DEATH_AH
TI006227	المدينة	TOPO_PR
TI006227	24.46861@39.61417	TOID_PR
TI006228	210	DEATH_AH
TI006228	NoToponym	TOPO_NO
TI006229	210	DEATH_AH
TI006229	NoToponym	TOPO_NO
TI006230	210	DEATH_AH
TI006230	NoToponym	TOPO_NO
TI006231	210	DEATH_AH
TI006231	NoToponym	TOPO_NO
TI006232	210	DEATH_AH
TI006232	NoToponym	TOPO_NO
TI006233	210	DEATH_AH
TI006233	الشام	TOPO_PR
TI006233	34.672973@37.155762	TOID_PR
TI006234	210	DEATH_AH
TI006234	NoToponym	TOPO_NO
TI006235	210	DEATH_AH
TI006235	الري	TOPO_PR
TI006235	35.69439@51.42151	TOID_PR
TI006236	210	DEATH_AH
TI006236	سرخس	TOPO_PR
TI006236	36.545@61.157778	TOID_PR
TI006237	210	DEATH_AH
TI006237	بغداد	TOPO_PR
TI006237	33.340309@44.344082	TOID_PR
TI006238	210	DEATH_AH
TI006238	NoToponym	TOPO_NO
TI006239	210	DEATH_AH
TI006239	نيسابور	TOPO_PR
TI006239	36.21329@58.79576	TOID_PR
TI006240	210	DEATH_AH
TI006240	NoToponym	TOPO_NO
TI006241	210	DEATH_AH
TI006241	NoToponym	TOPO_NO
TI006242	210	DEATH_AH
TI006242	NoToponym	TOPO_NO
TI006243	210	DEATH_AH
TI006243	بغداد	TOPO_PR
TI006243	33.340309@44.344082	TOID_PR
TI006244	210	DEATH_AH
TI006244	NoToponym	TOPO_NO
TI006245	210	DEATH_AH
TI006245	مروالروذ	TOPO_SE
TI006245	35.58408@63.32886	TOID_SE
TI006245	مرو	TOPO_SE
TI006245	37.662631@62.191501	TOID_SE
TI006245	هراة	TOPO_PR
TI006245	34.34817@62.19967	TOID_PR
TI006246	210	DEATH_AH
TI006246	NoToponym	TOPO_NO
TI006248	210	DEATH_AH
TI006248	واسط	TOPO_SE
TI006248	32.5128@45.81817	TOID_SE
TI006248	بغداد	TOPO_PR
TI006248	33.340309@44.344082	TOID_PR
TI006249	210	DEATH_AH
TI006249	NoToponym	TOPO_NO
TI006250	210	DEATH_AH
TI006250	NoToponym	TOPO_NO
TI006251	210	DEATH_AH
TI006251	NoToponym	TOPO_NO
TI006252	210	DEATH_AH
TI006252	عكا	TOPO_PR
TI006252	32.92814@35.07647	TOID_PR
TI006253	210	DEATH_AH
TI006253	NoToponym	TOPO_NO
TI006254	210	DEATH_AH
TI006254	NoToponym	TOPO_NO
TI006255	210	DEATH_AH
TI006255	NoToponym	TOPO_NO
TI006256	210	DEATH_AH
TI006256	تنيس	TOPO_PR
TI006256	31.232531@32.107544	TOID_PR
TI006257	210	DEATH_AH
TI006257	NoToponym	TOPO_NO
TI006258	210	DEATH_AH
TI006258	البصرة	TOPO_PR
TI006258	30.53302@47.79747	TOID_PR
TI006259	210	DEATH_AH
TI006259	مصر	TOPO_SE
TI006259	30.08383@31.231384	TOID_SE
TI006259	تونس	TOPO_PR
TI006259	36.807306@10.188446	TOID_PR
TI006259	ريدة	TOPO_SE
TI006259	15.81421@44.04085	TOID_SE
TI006260	210	DEATH_AH
TI006260	الكوفة	TOPO_PR
TI006260	32.03472@44.40333	TOID_PR
TI006261	210	DEATH_AH
TI006261	بغداد	TOPO_PR
TI006261	33.340309@44.344082	TOID_PR
TI006262	210	DEATH_AH
TI006262	NoToponym	TOPO_NO
TI006263	210	DEATH_AH
TI006263	NoToponym	TOPO_NO
TI006264	210	DEATH_AH
TI006264	NoToponym	TOPO_NO
TI006265	210	DEATH_AH
TI006265	NoToponym	TOPO_NO
TI006266	210	DEATH_AH
TI006266	NoToponym	TOPO_NO
TI006267	210	DEATH_AH
TI006267	NoToponym	TOPO_NO
TI006268	210	DEATH_AH
TI006268	فارس	TOPO_PR
TI006268	29.079216@52.756348	TOID_PR
TI006268	بخارى	TOPO_SE
TI006268	39.77472@64.42861	TOID_SE
TI006269	210	DEATH_AH
TI006269	مصر	TOPO_PR
TI006269	30.08383@31.231384	TOID_PR
TI006270	210	DEATH_AH
TI006270	NoToponym	TOPO_NO
TI006271	210	DEATH_AH
TI006271	NoToponym	TOPO_NO
TI006272	210	DEATH_AH
TI006272	NoToponym	TOPO_NO
TI006273	210	DEATH_AH
TI006273	المصيصة	TOPO_PR
TI006273	36.95778@35.619478	TOID_PR
TI006275	210	DEATH_AH
TI006275	NoToponym	TOPO_NO
TI006276	210	DEATH_AH
TI006276	NoToponym	TOPO_NO
TI006277	210	DEATH_AH
TI006277	واسط	TOPO_PR
TI006277	32.5128@45.81817	TOID_PR
TI006277	البصرة	TOPO_SE
TI006277	30.53302@47.79747	TOID_SE
TI006278	210	DEATH_AH
TI006278	البصرة	TOPO_SE
TI006278	30.53302@47.79747	TOID_SE
TI006278	طوس	TOPO_SE
TI006278	36.4849@59.4979	TOID_SE
TI006278	قم	TOPO_PR
TI006278	34.6401@50.8764	TOID_PR
TI006278	السند	TOPO_SE
TI006278	27.023899@68.444824	TOID_SE
TI006278	العراق	TOPO_SE
TI006278	32.270413@45.032959	TOID_SE
TI006279	210	DEATH_AH
TI006279	NoToponym	TOPO_NO
TI006280	210	DEATH_AH
TI006280	السند	TOPO_PR
TI006280	27.023899@68.444824	TOID_PR
TI006281	210	DEATH_AH
TI006281	NoToponym	TOPO_NO
TI006282	210	DEATH_AH
TI006282	NoToponym	TOPO_NO
TI006283	210	DEATH_AH
TI006283	مرو	TOPO_PR
TI006283	37.662631@62.191501	TOID_PR
TI006283	بغداد	TOPO_SE
TI006283	33.340309@44.344082	TOID_SE
TI006284	210	DEATH_AH
TI006284	NoToponym	TOPO_NO
TI006285	210	DEATH_AH
TI006285	NoToponym	TOPO_NO
TI006286	210	DEATH_AH
TI006286	NoToponym	TOPO_NO
TI006287	210	DEATH_AH
TI006287	بغداد	TOPO_SE
TI006287	33.340309@44.344082	TOID_SE
TI006287	البصرة	TOPO_PR
TI006287	30.53302@47.79747	TOID_PR
TI006288	210	DEATH_AH
TI006288	الكوفة	TOPO_PR
TI006288	32.03472@44.40333	TOID_PR
TI006289	210	DEATH_AH
TI006289	NoToponym	TOPO_NO
TI006290	210	DEATH_AH
TI006290	نيسابور	TOPO_SE
TI006290	36.21329@58.79576	TOID_SE
TI006290	خراسان	TOPO_PR
TI006290	36.564365@58.831787	TOID_PR
TI006291	210	DEATH_AH
TI006291	NoToponym	TOPO_NO
TI006292	210	DEATH_AH
TI006292	NoToponym	TOPO_NO
TI006293	210	DEATH_AH
TI006293	NoToponym	TOPO_NO
TI006294	210	DEATH_AH
TI006294	دمشق	TOPO_SE
TI006294	33.511603@36.306633	TOID_SE
TI006294	الاردن	TOPO_PR
TI006294	32.849827@35.338898	TOID_PR
TI006295	210	DEATH_AH
TI006295	واسط	TOPO_PR
TI006295	32.5128@45.81817	TOID_PR
TI006295	بغداد	TOPO_SE
TI006295	33.340309@44.344082	TOID_SE
TI006296	210	DEATH_AH
TI006296	NoToponym	TOPO_NO
TI006297	210	DEATH_AH
TI006297	NoToponym	TOPO_NO
TI006298	210	DEATH_AH
TI006298	NoToponym	TOPO_NO
TI006299	210	DEATH_AH
TI006299	NoToponym	TOPO_NO
TI006300	210	DEATH_AH
TI006300	NoToponym	TOPO_NO
TI006301	210	DEATH_AH
TI006301	الري	TOPO_PR
TI006301	35.69439@51.42151	TOID_PR
TI006302	210	DEATH_AH
TI006302	NoToponym	TOPO_NO
TI006303	210	DEATH_AH
TI006303	NoToponym	TOPO_NO
TI006304	210	DEATH_AH
TI006304	NoToponym	TOPO_NO
TI006305	210	DEATH_AH
TI006305	دمشق	TOPO_PR
