BIO	TOPO	TYPE
TI031431	الموصل	TOPO_SE
TI031431	36.335@43.11889	TOID_SE
TI031431	دمشق	TOPO_SE
TI031431	33.511603@36.306633	TOID_SE
TI031431	مصر	TOPO_SE
TI031431	30.08383@31.231384	TOID_SE
TI031432	660	DEATH_AH
TI031432	منبج	TOPO_PR
TI031432	36.533333@37.95	TOID_PR
TI031433	660	DEATH_AH
TI031433	NoToponym	TOPO_NO
TI031434	660	DEATH_AH
TI031434	NoToponym	TOPO_NO
TI031435	660	DEATH_AH
TI031435	قاسيون	TOPO_PR
TI031435	33.54038@36.28335	TOID_PR
TI031436	660	DEATH_AH
TI031436	الموصل	TOPO_PR
TI031436	36.335@43.11889	TOID_PR
TI031436	دمشق	TOPO_SE
TI031436	33.511603@36.306633	TOID_SE
TI031437	660	DEATH_AH
TI031437	مراكش	TOPO_SE
TI031437	31.63416@-7.99994	TOID_SE
TI031437	تونس	TOPO_SE
TI031437	36.807306@10.188446	TOID_SE
TI031437	المغرب	TOPO_SE
TI031437	33.291967@-4.790039	TOID_SE
TI031437	قرطبة	TOPO_PR
TI031437	37.88333@-4.76667	TOID_PR
TI031437	بغداد	TOPO_SE
TI031437	33.340309@44.344082	TOID_SE
TI031437	مصر	TOPO_SE
TI031437	30.08383@31.231384	TOID_SE
TI031437	دمشق	TOPO_SE
TI031437	33.511603@36.306633	TOID_SE
TI031438	660	DEATH_AH
TI031438	دمشق	TOPO_PR
TI031438	33.511603@36.306633	TOID_PR
TI031439	660	DEATH_AH
TI031439	NoToponym	TOPO_NO
TI031440	660	DEATH_AH
TI031440	فارس	TOPO_PR
TI031440	29.079216@52.756348	TOID_PR
TI031441	660	DEATH_AH
TI031441	الصعيد	TOPO_SE
TI031441	24.147756@33.019409	TOID_SE
TI031441	دمشق	TOPO_PR
TI031441	33.511603@36.306633	TOID_PR
TI031441	بغداد	TOPO_SE
TI031441	33.340309@44.344082	TOID_SE
TI031442	660	DEATH_AH
TI031442	NoToponym	TOPO_NO
TI031443	660	DEATH_AH
TI031443	NoToponym	TOPO_NO
TI031444	660	DEATH_AH
TI031444	NoToponym	TOPO_NO
TI031445	660	DEATH_AH
TI031445	حلب	TOPO_PR
TI031445	36.20124@37.16117	TOID_PR
TI031446	660	DEATH_AH
TI031446	حلب	TOPO_SE
TI031446	36.20124@37.16117	TOID_SE
TI031446	حماة	TOPO_PR
TI031446	35.13179@36.75783	TOID_PR
TI031446	دمشق	TOPO_SE
TI031446	33.511603@36.306633	TOID_SE
TI031447	660	DEATH_AH
TI031447	الاندلس	TOPO_SE
TI031447	39.578597@-3.735352	TOID_SE
TI031447	جوبر	TOPO_PR
TI031447	33.52032@36.33266	TOID_PR
TI031448	660	DEATH_AH
TI031448	بغداد	TOPO_PR
TI031448	33.340309@44.344082	TOID_PR
TI031449	660	DEATH_AH
TI031449	NoToponym	TOPO_NO
TI031450	660	DEATH_AH
TI031450	الشام	TOPO_SE
TI031450	34.672973@37.155762	TOID_SE
TI031450	هراة	TOPO_SE
TI031450	34.34817@62.19967	TOID_SE
TI031450	مرسية	TOPO_PR
TI031450	37.98704@-1.13004	TOID_PR
TI031450	المغرب	TOPO_SE
TI031450	33.291967@-4.790039	TOID_SE
TI031450	مرو	TOPO_SE
TI031450	37.662631@62.191501	TOID_SE
TI031450	مكة	TOPO_SE
TI031450	21.416667@39.816667	TOID_SE
TI031450	دمشق	TOPO_SE
TI031450	33.511603@36.306633	TOID_SE
TI031450	العراق	TOPO_SE
TI031450	32.270413@45.032959	TOID_SE
TI031450	بغداد	TOPO_SE
TI031450	33.340309@44.344082	TOID_SE
TI031450	نيسابور	TOPO_SE
TI031450	36.21329@58.79576	TOID_SE
TI031450	خراسان	TOPO_SE
TI031450	36.564365@58.831787	TOID_SE
TI031450	مصر	TOPO_SE
TI031450	30.08383@31.231384	TOID_SE
TI031451	660	DEATH_AH
TI031451	بلنسية	TOPO_PR
TI031451	39.46975@-0.37739	TOID_PR
TI031451	سبتة	TOPO_SE
TI031451	35.89028@-5.3075	TOID_SE
TI031452	660	DEATH_AH
TI031452	مكة	TOPO_SE
TI031452	21.416667@39.816667	TOID_SE
TI031452	حلب	TOPO_PR
TI031452	36.20124@37.16117	TOID_PR
TI031453	660	DEATH_AH
TI031453	NoToponym	TOPO_NO
TI031454	660	DEATH_AH
TI031454	دمشق	TOPO_PR
TI031454	33.511603@36.306633	TOID_PR
TI031455	660	DEATH_AH
TI031455	NoToponym	TOPO_NO
TI031456	660	DEATH_AH
TI031456	NoToponym	TOPO_NO
TI031457	660	DEATH_AH
TI031457	مصر	TOPO_PR
TI031457	30.08383@31.231384	TOID_PR
TI031458	660	DEATH_AH
TI031458	صرخد	TOPO_SE
TI031458	32.491667@36.711111	TOID_SE
TI031458	حلب	TOPO_PR
TI031458	36.20124@37.16117	TOID_PR
TI031459	660	DEATH_AH
TI031459	بجاية	TOPO_PR
TI031459	36.75@5.066667	TOID_PR
TI031460	660	DEATH_AH
TI031460	مصر	TOPO_SE
TI031460	30.08383@31.231384	TOID_SE
TI031460	بغداد	TOPO_SE
TI031460	33.340309@44.344082	TOID_SE
TI031460	خوارزم	TOPO_PR
TI031460	42.911379@59.875488	TOID_PR
TI031460	دمشق	TOPO_SE
TI031460	33.511603@36.306633	TOID_SE
TI031461	660	DEATH_AH
TI031461	دمشق	TOPO_SE
TI031461	33.511603@36.306633	TOID_SE
TI031461	الرقة	TOPO_PR
TI031461	35.95283@39.00788	TOID_PR
TI031462	660	DEATH_AH
TI031462	NoToponym	TOPO_NO
TI031463	660	DEATH_AH
TI031463	مكة	TOPO_PR
TI031463	21.416667@39.816667	TOID_PR
TI031464	660	DEATH_AH
TI031464	بغداد	TOPO_PR
TI031464	33.340309@44.344082	TOID_PR
TI031465	660	DEATH_AH
TI031465	NoToponym	TOPO_NO
TI031466	660	DEATH_AH
TI031466	الاسكندرية	TOPO_PR
TI031466	31.21564@29.95527	TOID_PR
TI031467	660	DEATH_AH
TI031467	القاهرة	TOPO_PR
TI031467	30.028239@31.253486	TOID_PR
TI031468	660	DEATH_AH
TI031468	NoToponym	TOPO_NO
TI031469	660	DEATH_AH
TI031469	بغداد	TOPO_PR
TI031469	33.340309@44.344082	TOID_PR
TI031471	660	DEATH_AH
TI031471	NoToponym	TOPO_NO
TI031472	660	DEATH_AH
TI031472	صهيون	TOPO_SE
TI031472	35.596614@36.027002	TOID_SE
TI031472	آمد	TOPO_SE
TI031472	37.91583@40.21889	TOID_SE
TI031472	دمشق	TOPO_SE
TI031472	33.511603@36.306633	TOID_SE
TI031472	حلوان	TOPO_PR
TI031472	34.31518@45.41917	TOID_PR
TI031472	بعلبك	TOPO_SE
TI031472	34.00583@36.21806	TOID_SE
TI031473	660	DEATH_AH
TI031473	مصر	TOPO_SE
TI031473	30.08383@31.231384	TOID_SE
TI031473	سبتة	TOPO_SE
TI031473	35.89028@-5.3075	TOID_SE
TI031473	قرطبة	TOPO_SE
TI031473	37.88333@-4.76667	TOID_SE
TI031473	الاسكندرية	TOPO_PR
TI031473	31.21564@29.95527	TOID_PR
TI031473	تلمسان	TOPO_SE
TI031473	34.882776@-1.31667	TOID_SE
TI031474	660	DEATH_AH
TI031474	تبريز	TOPO_SE
TI031474	38.080978@46.290119	TOID_SE
TI031474	الموصل	TOPO_PR
TI031474	36.335@43.11889	TOID_PR
TI031475	660	DEATH_AH
TI031475	المعرة	TOPO_PR
TI031475	35.64903@36.680259	TOID_PR
TI031475	دمشق	TOPO_SE
TI031475	33.511603@36.306633	TOID_SE
TI031476	660	DEATH_AH
TI031476	القاهرة	TOPO_PR
TI031476	30.028239@31.253486	TOID_PR
TI031477	660	DEATH_AH
TI031477	NoToponym	TOPO_NO
TI031478	660	DEATH_AH
TI031478	دمشق	TOPO_PR
TI031478	33.511603@36.306633	TOID_PR
TI031479	660	DEATH_AH
TI031479	حلب	TOPO_PR
TI031479	36.20124@37.16117	TOID_PR
TI031480	660	DEATH_AH
TI031480	NoToponym	TOPO_NO
TI031481	660	DEATH_AH
TI031481	NoToponym	TOPO_NO
TI031482	660	DEATH_AH
TI031482	الشام	TOPO_SE
TI031482	34.672973@37.155762	TOID_SE
TI031482	اربل	TOPO_PR
TI031482	36.19257@44.01062	TOID_PR
TI031482	بغداد	TOPO_SE
TI031482	33.340309@44.344082	TOID_SE
TI031482	الجزيرة	TOPO_SE
TI031482	36.582011@42.484131	TOID_SE
TI031483	660	DEATH_AH
TI031483	دمشق	TOPO_PR
TI031483	33.511603@36.306633	TOID_PR
TI031483	الاندلس	TOPO_SE
TI031483	39.578597@-3.735352	TOID_SE
TI031483	القدس	TOPO_SE
TI031483	31.76904@35.21633	TOID_SE
TI031483	مكة	TOPO_SE
TI031483	21.416667@39.816667	TOID_SE
TI031484	660	DEATH_AH
TI031484	انطاكية	TOPO_PR
TI031484	36.20655@36.15722	TOID_PR
TI031485	660	DEATH_AH
TI031485	NoToponym	TOPO_NO
TI031486	660	DEATH_AH
TI031486	تونس	TOPO_SE
TI031486	36.807306@10.188446	TOID_SE
TI031486	بلنسية	TOPO_PR
TI031486	39.46975@-0.37739	TOID_PR
TI031486	الاسكندرية	TOPO_SE
TI031486	31.21564@29.95527	TOID_SE
TI031486	مصر	TOPO_SE
TI031486	30.08383@31.231384	TOID_SE
TI031487	660	DEATH_AH
TI031487	مصر	TOPO_SE
TI031487	30.08383@31.231384	TOID_SE
TI031487	دمشق	TOPO_PR
TI031487	33.511603@36.306633	TOID_PR
TI031487	قاسيون	TOPO_SE
TI031487	33.54038@36.28335	TOID_SE
TI031488	660	DEATH_AH
TI031488	NoToponym	TOPO_NO
TI031489	660	DEATH_AH
TI031489	مكة	TOPO_SE
TI031489	21.416667@39.816667	TOID_SE
TI031489	هراة	TOPO_SE
TI031489	34.34817@62.19967	TOID_SE
TI031489	مرو	TOPO_SE
TI031489	37.662631@62.191501	TOID_SE
TI031489	الموصل	TOPO_SE
TI031489	36.335@43.11889	TOID_SE
TI031489	القدس	TOPO_SE
TI031489	31.76904@35.21633	TOID_SE
TI031489	خراسان	TOPO_SE
TI031489	36.564365@58.831787	TOID_SE
TI031489	اربل	TOPO_SE
TI031489	36.19257@44.01062	TOID_SE
TI031489	حلب	TOPO_SE
TI031489	36.20124@37.16117	TOID_SE
TI031489	نيسابور	TOPO_SE
TI031489	36.21329@58.79576	TOID_SE
TI031489	دمشق	TOPO_PR
TI031489	33.511603@36.306633	TOID_PR
TI031489	القاهرة	TOPO_SE
TI031489	30.028239@31.253486	TOID_SE
TI031489	اصبهان	TOPO_SE
TI031489	32.65722@51.67761	TOID_SE
TI031489	بغداد	TOPO_SE
TI031489	33.340309@44.344082	TOID_SE
TI031489	مصر	TOPO_SE
TI031489	30.08383@31.231384	TOID_SE
TI031490	660	DEATH_AH
TI031490	بغداد	TOPO_SE
TI031490	33.340309@44.344082	TOID_SE
TI031490	اربل	TOPO_PR
TI031490	36.19257@44.01062	TOID_PR
TI031490	دمشق	TOPO_SE
TI031490	33.511603@36.306633	TOID_SE
TI031490	الشام	TOPO_SE
TI031490	34.672973@37.155762	TOID_SE
TI031491	660	DEATH_AH
TI031491	NoToponym	TOPO_NO
TI031492	660	DEATH_AH
TI031492	دمشق	TOPO_PR
TI031492	33.511603@36.306633	TOID_PR
TI031493	660	DEATH_AH
TI031493	المدينة	TOPO_SE
TI031493	24.46861@39.61417	TOID_SE
TI031493	دمشق	TOPO_PR
TI031493	33.511603@36.306633	TOID_PR
TI031494	660	DEATH_AH
TI031494	المنصورة	TOPO_SE
TI031494	31.44631@74.52702	TOID_SE
TI031494	حلب	TOPO_SE
TI031494	36.20124@37.16117	TOID_SE
TI031494	المدينة	TOPO_SE
TI031494	24.46861@39.61417	TOID_SE
TI031494	بغداد	TOPO_SE
TI031494	33.340309@44.344082	TOID_SE
TI031494	نابلس	TOPO_SE
TI031494	32.22504@35.260971	TOID_SE
TI031494	العراق	TOPO_SE
TI031494	32.270413@45.032959	TOID_SE
TI031494	دمشق	TOPO_PR
TI031494	33.511603@36.306633	TOID_PR
TI031494	قرقيسياء	TOPO_SE
TI031494	35.15579@40.42555	TOID_SE
TI031494	مصر	TOPO_SE
TI031494	30.08383@31.231384	TOID_SE
TI031494	القدس	TOPO_SE
TI031494	31.76904@35.21633	TOID_SE
TI031494	الشام	TOPO_SE
TI031494	34.672973@37.155762	TOID_SE
TI031494	اربل	TOPO_SE
TI031494	36.19257@44.01062	TOID_SE
TI031494	الحلة	TOPO_SE
TI031494	32.46367@44.41963	TOID_SE
TI031494	حمص	TOPO_SE
TI031494	34.72682@36.72339	TOID_SE
TI031494	قاسيون	TOPO_SE
TI031494	33.54038@36.28335	TOID_SE
TI031494	النوبة	TOPO_SE
TI031494	23.886842@32.931519	TOID_SE
TI031494	الكرك	TOPO_SE
TI031494	31.164806@35.761882	TOID_SE
TI031494	كربلاء	TOPO_SE
TI031494	32.61603@44.02488	TOID_SE
TI031495	660	DEATH_AH
TI031495	NoToponym	TOPO_NO
TI031496	660	DEATH_AH
TI031496	القاهرة	TOPO_SE
TI031496	30.028239@31.253486	TOID_SE
TI031496	الموصل	TOPO_SE
TI031496	36.335@43.11889	TOID_SE
TI031496	المنصورة	TOPO_SE
TI031496	31.44631@74.52702	TOID_SE
TI031496	مصر	TOPO_SE
TI031496	30.08383@31.231384	TOID_SE
TI031496	حلب	TOPO_SE
TI031496	36.20124@37.16117	TOID_SE
TI031496	مكة	TOPO_PR
TI031496	21.416667@39.816667	TOID_PR
TI031496	الصعيد	TOPO_SE
TI031496	24.147756@33.019409	TOID_SE
TI031496	الشام	TOPO_SE
TI031496	34.672973@37.155762	TOID_SE
TI031497	660	DEATH_AH
TI031497	اليمن	TOPO_SE
TI031497	14.953277@44.868164	TOID_SE
TI031497	دمشق	TOPO_PR
TI031497	33.511603@36.306633	TOID_PR
TI031498	660	DEATH_AH
TI031498	حلب	TOPO_PR
TI031498	36.20124@37.16117	TOID_PR
TI031498	الشام	TOPO_SE
TI031498	34.672973@37.155762	TOID_SE
TI031498	دمشق	TOPO_SE
TI031498	33.511603@36.306633	TOID_SE
TI031499	660	DEATH_AH
TI031499	دمشق	TOPO_PR
TI031499	33.511603@36.306633	TOID_PR
TI031500	660	DEATH_AH
TI031500	دمشق	TOPO_PR
TI031500	33.511603@36.306633	TOID_PR
TI031501	660	DEATH_AH
TI031501	NoToponym	TOPO_NO
TI031502	660	DEATH_AH
TI031502	القاهرة	TOPO_PR
TI031502	30.028239@31.253486	TOID_PR
TI031503	660	DEATH_AH
TI031503	مراغة	TOPO_PR
TI031503	37.389167@46.2375	TOID_PR
TI031503	العراق	TOPO_SE
TI031503	32.270413@45.032959	TOID_SE
TI031503	بغداد	TOPO_SE
TI031503	33.340309@44.344082	TOID_SE
TI031504	660	DEATH_AH
TI031504	الاسكندرية	TOPO_PR
TI031504	31.21564@29.95527	TOID_PR
TI031505	660	DEATH_AH
TI031505	NoToponym	TOPO_NO
TI031506	660	DEATH_AH
TI031506	بغداد	TOPO_PR
TI031506	33.340309@44.344082	TOID_PR
TI031507	660	DEATH_AH
TI031507	نابلس	TOPO_SE
TI031507	32.22504@35.260971	TOID_SE
TI031507	القدس	TOPO_PR
TI031507	31.76904@35.21633	TOID_PR
TI031507	دمشق	TOPO_SE
TI031507	33.511603@36.306633	TOID_SE
TI031508	660	DEATH_AH
TI031508	اليمن	TOPO_PR
TI031508	14.953277@44.868164	TOID_PR
TI031509	660	DEATH_AH
TI031509	NoToponym	TOPO_NO
TI031510	660	DEATH_AH
TI031510	مصر	TOPO_SE
TI031510	30.08383@31.231384	TOID_SE
TI031510	بغداد	TOPO_PR
TI031510	33.340309@44.344082	TOID_PR
TI031511	660	DEATH_AH
TI031511	NoToponym	TOPO_NO
TI031512	660	DEATH_AH
TI031512	زملكا	TOPO_SE
TI031512	33.5261@36.35385	TOID_SE
TI031512	بعلبك	TOPO_PR
TI031512	34.00583@36.21806	TOID_PR
TI031512	دمشق	TOPO_SE
TI031512	33.511603@36.306633	TOID_SE
TI031513	660	DEATH_AH
TI031513	اليمن	TOPO_PR
TI031513	14.953277@44.868164	TOID_PR
TI031514	660	DEATH_AH
TI031514	NoToponym	TOPO_NO
TI031515	660	DEATH_AH
TI031515	قاسيون	TOPO_PR
TI031515	33.54038@36.28335	TOID_PR
TI031516	660	DEATH_AH
TI031516	حران	TOPO_SE
TI031516	36.86@39.03139	TOID_SE
TI031516	قاسيون	TOPO_PR
TI031516	33.54038@36.28335	TOID_PR
TI031517	660	DEATH_AH
TI031517	بغداد	TOPO_PR
TI031517	33.340309@44.344082	TOID_PR
TI031518	660	DEATH_AH
TI031518	الاسكندرية	TOPO_SE
TI031518	31.21564@29.95527	TOID_SE
TI031518	مصر	TOPO_PR
TI031518	30.08383@31.231384	TOID_PR
TI031518	القاهرة	TOPO_SE
TI031518	30.028239@31.253486	TOID_SE
TI031518	مكة	TOPO_SE
TI031518	21.416667@39.816667	TOID_SE
TI031518	حران	TOPO_SE
TI031518	36.86@39.03139	TOID_SE
TI031518	دمشق	TOPO_SE
TI031518	33.511603@36.306633	TOID_SE
TI031518	فارس	TOPO_SE
TI031518	29.079216@52.756348	TOID_SE
TI031518	اليمن	TOPO_SE
TI031518	14.953277@44.868164	TOID_SE
TI031519	660	DEATH_AH
TI031519	NoToponym	TOPO_NO
TI031520	660	DEATH_AH
TI031520	NoToponym	TOPO_NO
TI031521	660	DEATH_AH
TI031521	مصر	TOPO_PR
TI031521	30.08383@31.231384	TOID_PR
TI031522	660	DEATH_AH
TI031522	NoToponym	TOPO_NO
TI031523	660	DEATH_AH
TI031523	القاهرة	TOPO_PR
TI031523	30.028239@31.253486	TOID_PR
TI031524	660	DEATH_AH
TI031524	NoToponym	TOPO_NO
TI031525	660	DEATH_AH
TI031525	NoToponym	TOPO_NO
TI031526	660	DEATH_AH
TI031526	حلب	TOPO_PR
TI031526	36.20124@37.16117	TOID_PR
TI031526	بغداد	TOPO_SE
TI031526	33.340309@44.344082	TOID_SE
TI031527	660	DEATH_AH
TI031527	عيذاب	TOPO_SE
TI031527	22.333333@36.492222	TOID_SE
TI031527	الاسكندرية	TOPO_PR
TI031527	31.21564@29.95527	TOID_PR
TI031527	افريقية	TOPO_SE
TI031527	35.109125@9.624023	TOID_SE
TI031528	660	DEATH_AH
TI031528	NoToponym	TOPO_NO
TI031529	660	DEATH_AH
TI031529	دمشق	TOPO_SE
TI031529	33.511603@36.306633	TOID_SE
TI031529	مصر	TOPO_PR
TI031529	30.08383@31.231384	TOID_PR
TI031529	آمد	TOPO_SE
TI031529	37.91583@40.21889	TOID_SE
TI031530	660	DEATH_AH
TI031530	NoToponym	TOPO_NO
TI031531	660	DEATH_AH
TI031531	NoToponym	TOPO_NO
TI031532	660	DEATH_AH
TI031532	NoToponym	TOPO_NO
TI031533	660	DEATH_AH
TI031533	NoToponym	TOPO_NO
TI031534	660	DEATH_AH
TI031534	NoToponym	TOPO_NO
TI031535	660	DEATH_AH
TI031535	بغداد	TOPO_PR
TI031535	33.340309@44.344082	TOID_PR
TI031536	660	DEATH_AH
TI031536	المشهد	TOPO_SE
TI031536	36.31559@59.56796	TOID_SE
TI031536	دمشق	TOPO_PR
TI031536	33.511603@36.306633	TOID_PR
TI031537	660	DEATH_AH
TI031537	بغداد	TOPO_PR
TI031537	33.340309@44.344082	TOID_PR
TI031538	660	DEATH_AH
TI031538	بغداد	TOPO_PR
TI031538	33.340309@44.344082	TOID_PR
TI031539	660	DEATH_AH
TI031539	الهند	TOPO_SE
TI031539	25.526581@71.740723	TOID_SE
TI031539	العراق	TOPO_PR
TI031539	32.270413@45.032959	TOID_PR
TI031539	الموصل	TOPO_SE
TI031539	36.335@43.11889	TOID_SE
TI031539	دارا	TOPO_SE
TI031539	37.177702@40.952826	TOID_SE
TI031539	بغداد	TOPO_SE
TI031539	33.340309@44.344082	TOID_SE
TI031540	660	DEATH_AH
TI031540	دمشق	TOPO_PR
TI031540	33.511603@36.306633	TOID_PR
TI031541	660	DEATH_AH
TI031541	الموصل	TOPO_PR
TI031541	36.335@43.11889	TOID_PR
TI031542	660	DEATH_AH
TI031542	حماة	TOPO_SE
TI031542	35.13179@36.75783	TOID_SE
TI031542	حلب	TOPO_SE
TI031542	36.20124@37.16117	TOID_SE
TI031542	اليمن	TOPO_PR
TI031542	14.953277@44.868164	TOID_PR
TI031543	660	DEATH_AH
TI031543	دمشق	TOPO_PR
TI031543	33.511603@36.306633	TOID_PR
TI031544	660	DEATH_AH
TI031544	سبتة	TOPO_SE
TI031544	35.89028@-5.3075	TOID_SE
TI031544	تلمسان	TOPO_SE
TI031544	34.882776@-1.31667	TOID_SE
TI031544	الاسكندرية	TOPO_PR
TI031544	31.21564@29.95527	TOID_PR
TI031545	660	DEATH_AH
TI031545	مردا	TOPO_PR
TI031545	32.11381@35.19536	TOID_PR
TI031545	دمشق	TOPO_SE
TI031545	33.511603@36.306633	TOID_SE
TI031545	مصر	TOPO_SE
TI031545	30.08383@31.231384	TOID_SE
TI031546	660	DEATH_AH
TI031546	الشام	TOPO_SE
TI031546	34.672973@37.155762	TOID_SE
TI031546	مصر	TOPO_SE
TI031546	30.08383@31.231384	TOID_SE
TI031546	فاس	TOPO_SE
TI031546	34.033333@-5	TOID_SE
TI031546	حلب	TOPO_PR
TI031546	36.20124@37.16117	TOID_PR
TI031547	660	DEATH_AH
TI031547	الزبداني	TOPO_PR
TI031547	33.72488@36.1005	TOID_PR
TI031547	دمشق	TOPO_SE
TI031547	33.511603@36.306633	TOID_SE
TI031548	660	DEATH_AH
TI031548	دمشق	TOPO_PR
TI031548	33.511603@36.306633	TOID_PR
TI031549	660	DEATH_AH
TI031549	اربل	TOPO_SE
TI031549	36.19257@44.01062	TOID_SE
TI031549	العراق	TOPO_PR
TI031549	32.270413@45.032959	TOID_PR
TI031549	الحلة	TOPO_SE
TI031549	32.46367@44.41963	TOID_SE
TI031549	بغداد	TOPO_SE
TI031549	33.340309@44.344082	TOID_SE
TI031550	660	DEATH_AH
TI031550	صرخد	TOPO_PR
TI031550	32.491667@36.711111	TOID_PR
TI031551	660	DEATH_AH
TI031551	مصر	TOPO_SE
TI031551	30.08383@31.231384	TOID_SE
TI031551	دمشق	TOPO_PR
TI031551	33.511603@36.306633	TOID_PR
TI031551	قاسيون	TOPO_SE
TI031551	33.54038@36.28335	TOID_SE
TI031552	660	DEATH_AH
TI031552	ملطية	TOPO_PR
TI031552	38.35519@38.30946	TOID_PR
TI031552	دمشق	TOPO_SE
TI031552	33.511603@36.306633	TOID_SE
TI031553	660	DEATH_AH
TI031553	NoToponym	TOPO_NO
TI031554	660	DEATH_AH
TI031554	NoToponym	TOPO_NO
TI031555	660	DEATH_AH
TI031555	دمشق	TOPO_SE
TI031555	33.511603@36.306633	TOID_SE
TI031555	حلب	TOPO_PR
TI031555	36.20124@37.16117	TOID_PR
TI031556	660	DEATH_AH
TI031556	رباط	TOPO_PR
TI031556	34.015049@-6.83272	TOID_PR
TI031557	660	DEATH_AH
TI031557	NoToponym	TOPO_NO
TI031558	660	DEATH_AH
TI031558	دمشق	TOPO_SE
TI031558	33.511603@36.306633	TOID_SE
TI031558	بغداد	TOPO_PR
TI031558	33.340309@44.344082	TOID_PR
TI031559	660	DEATH_AH
TI031559	بغداد	TOPO_PR
TI031559	33.340309@44.344082	TOID_PR
TI031560	660	DEATH_AH
TI031560	اربل	TOPO_PR
TI031560	36.19257@44.01062	TOID_PR
TI031560	الموصل	TOPO_SE
TI031560	36.335@43.11889	TOID_SE
TI031560	تبريز	TOPO_SE
TI031560	38.080978@46.290119	TOID_SE
TI031560	العراق	TOPO_SE
TI031560	32.270413@45.032959	TOID_SE
TI031561	660	DEATH_AH
TI031561	القاهرة	TOPO_PR
TI031561	30.028239@31.253486	TOID_PR
TI031561	دمشق	TOPO_SE
TI031561	33.511603@36.306633	TOID_SE
TI031562	660	DEATH_AH
TI031562	NoToponym	TOPO_NO
TI031563	660	DEATH_AH
TI031563	العراق	TOPO_SE
TI031563	32.270413@45.032959	TOID_SE
TI031563	زنجان	TOPO_SE
TI031563	36.6736@48.4787	TOID_SE
TI031563	بغداد	TOPO_PR
TI031563	33.340309@44.344082	TOID_PR
TI031563	واسط	TOPO_SE
TI031563	32.5128@45.81817	TOID_SE
TI031564	660	DEATH_AH
TI031564	دمشق	TOPO_PR
TI031564	33.511603@36.306633	TOID_PR
TI031565	660	DEATH_AH
TI031565	الاسكندرية	TOPO_PR
TI031565	31.21564@29.95527	TOID_PR
TI031566	660	DEATH_AH
TI031566	NoToponym	TOPO_NO
TI031567	660	DEATH_AH
TI031567	دمشق	TOPO_SE
TI031567	33.511603@36.306633	TOID_SE
TI031567	بغداد	TOPO_PR
TI031567	33.340309@44.344082	TOID_PR
TI031568	660	DEATH_AH
TI031568	دمشق	TOPO_PR
TI031568	33.511603@36.306633	TOID_PR
TI031569	660	DEATH_AH
TI031569	دمياط	TOPO_SE
TI031569	31.417539@31.814443	TOID_SE
TI031569	دمشق	TOPO_SE
TI031569	33.511603@36.306633	TOID_SE
TI031569	مصر	TOPO_PR
TI031569	30.08383@31.231384	TOID_PR
TI031570	660	DEATH_AH
TI031570	دمشق	TOPO_PR
TI031570	33.511603@36.306633	TOID_PR
TI031571	660	DEATH_AH
TI031571	اليمن	TOPO_SE
TI031571	14.953277@44.868164	TOID_SE
TI031571	دمشق	TOPO_SE
TI031571	33.511603@36.306633	TOID_SE
TI031571	الحجاز	TOPO_PR
TI031571	23.285756@39.572754	TOID_PR
TI031572	660	DEATH_AH
TI031572	NoToponym	TOPO_NO
TI031573	660	DEATH_AH
TI031573	دمشق	TOPO_SE
TI031573	33.511603@36.306633	TOID_SE
TI031573	واسط	TOPO_PR
TI031573	32.5128@45.81817	TOID_PR
TI031574	660	DEATH_AH
TI031574	NoToponym	TOPO_NO
TI031577	660	DEATH_AH
TI031577	NoToponym	TOPO_NO
TI031578	660	DEATH_AH
TI031578	بغداد	TOPO_PR
TI031578	33.340309@44.344082	TOID_PR
TI031579	660	DEATH_AH
TI031579	بغداد	TOPO_PR
TI031579	33.340309@44.344082	TOID_PR
TI031580	660	DEATH_AH
TI031580	NoToponym	TOPO_NO
TI031581	660	DEATH_AH
TI031581	الحلة	TOPO_PR
TI031581	32.46367@44.41963	TOID_PR
TI031582	660	DEATH_AH
TI031582	بغداد	TOPO_PR
TI031582	33.340309@44.344082	TOID_PR
TI031583	660	DEATH_AH
TI031583	NoToponym	TOPO_NO
TI031584	660	DEATH_AH
TI031584	NoToponym	TOPO_NO
TI031585	660	DEATH_AH
TI031585	NoToponym	TOPO_NO
TI031586	660	DEATH_AH
TI031586	NoToponym	TOPO_NO
TI031587	660	DEATH_AH
TI031587	NoToponym	TOPO_NO
TI031588	660	DEATH_AH
TI031588	NoToponym	TOPO_NO
TI031589	660	DEATH_AH
TI031589	NoToponym	TOPO_NO
TI031590	660	DEATH_AH
TI031590	NoToponym	TOPO_NO
TI031591	660	DEATH_AH
TI031591	رباط	TOPO_PR
TI031591	34.015049@-6.83272	TOID_PR
TI031592	660	DEATH_AH
TI031592	NoToponym	TOPO_NO
TI031593	660	DEATH_AH
TI031593	NoToponym	TOPO_NO
TI031594	660	DEATH_AH
TI031594	NoToponym	TOPO_NO
TI031595	660	DEATH_AH
TI031595	NoToponym	TOPO_NO
TI031596	660	DEATH_AH
TI031596	NoToponym	TOPO_NO
TI031597	660	DEATH_AH
TI031597	NoToponym	TOPO_NO
TI031598	660	DEATH_AH
TI031598	NoToponym	TOPO_NO
TI031599	660	DEATH_AH
TI031599	NoToponym	TOPO_NO
TI031600	660	DEATH_AH
TI031600	NoToponym	TOPO_NO
TI031601	660	DEATH_AH
TI031601	NoToponym	TOPO_NO
